country,lat,lon,heading
TH,12.406477,102.538109,0
AT,47.393251,13.231911,0
BO,-18.542887,-66.409672,0
CW,12.165042,-68.957111,0
CZ,49.294852,13.432784,0
PL,51.14779,23.270758,0
JE,49.192076,-2.203089,0
RS,43.782307,19.746937,0
ID,-8.43602,117.421849,0
IL,32.503045,34.961586,0
IT,40.836222,15.063475,0
SE,56.299029,16.033838,0
HR,42.863128,17.556786,0
AE,24.935633,56.232695,0
SN,13.813554,-13.572767,0
AD,42.530646,1.546186,0
ES,43.182271,-2.469926,0
GH,5.619651,-1.506856,0
TW,22.414728,120.731855,0
BR,-13.548088,-39.283681,0
AT,46.850875,13.378653,0
JP,34.223555,133.657185,0
NO,61.809843,7.075903,0
ZA,-30.989587,20.708507,0
MY,2.889215,102.395177,0
MY,1.697456,110.332737,0
MX,25.863902,-107.592423,0
QA,25.729136,51.415374,0
UG,-0.025137,29.989137,0
MT,35.852961,14.509434,0
GU,13.468111,144.734355,0
MN,48.675675,88.715535,0
BW,-23.774176,22.543467,0
FI,65.968376,29.170312,0
GB,52.092755,-4.217089,0
BR,-23.855315,-46.139266,0
RS,45.269465,20.085261,0
AS,-14.329409,-170.719259,0
RO,44.233138,24.817787,0
IS,65.317764,-15.626974,0
CO,11.26381,-73.008189,0
FI,61.874836,21.809295,0
UG,0.178258,32.558687,0
BD,24.514084,92.024028,0
JO,31.784608,35.899336,0
NA,-22.081257,14.356309,0
NA,-19.595313,18.174929,0
AT,48.124722,15.812499,0
TR,36.077087,32.78937,0
EE,58.996108,24.849243,0
HR,45.646804,17.205704,0
UY,-32.245621,-54.412982,0
IL,31.860906,34.806643,0
BO,-17.468407,-65.659685,0
BT,26.867734,91.481719,0
RW,-1.874913,30.200495,0
LI,47.106813,9.602385,0
PR,18.239774,-65.852168,0
SZ,-27.245393,31.441379,0
KZ,41.288152,68.838649,0
IS,64.217148,-20.261528,0
SM,43.912939,12.423974,0
BE,50.04832,4.497156,0
EC,-1.795249,-78.872146,0
JO,31.561353,35.78074,0
ES,38.848547,-1.013941,0
SE,63.311498,15.116105,0
SZ,-26.409636,31.719075,0
TR,41.592049,33.773489,0
AD,42.551816,1.543767,0
LS,-29.820022,27.230063,0
ST,0.353729,6.712866,0
FR,46.32452,-0.95878,0
TN,34.110328,9.983194,0
MT,35.84935,14.459386,0
AU,-19.857666,120.631658,0
MO,22.129067,113.5517,0
TW,23.865324,120.517113,0
CW,12.17717,-68.950791,0
NZ,-38.78672,174.5982,0
AT,46.95745,15.029114,0
GU,13.500789,144.833181,0
PE,-5.743328,-77.496702,0
LV,57.004044,22.736674,0
DE,51.632022,9.44698,0
TH,17.701973,100.387292,0
KR,38.065596,127.189938,0
LB,33.595107,35.400373,0
GB,55.111001,-6.071354,0
IN,21.12598,82.721831,0
LK,6.202253,81.225146,0
UY,-32.582188,-53.481657,0
MN,48.896115,97.081753,0
GU,13.433654,144.757101,0
CL,-36.379162,-71.610397,0
LA,17.925559,102.616678,0
DE,52.193662,7.192278,0
RU,64.685029,43.385135,0
AU,-17.080118,141.861297,0
OM,24.231628,56.829454,0
AT,48.167886,15.208611,0
LI,47.210525,9.510973,0
SM,43.948074,12.408179,0
TW,22.759549,120.469133,0
KR,36.068849,127.146118,0
AL,40.514584,19.744623,0
PR,17.973164,-66.048712,0
IL,32.677852,35.279043,0
NP,28.478109,81.317428,0
HR,45.379725,15.483148,0
UA,49.288767,34.041514,0
DE,53.408156,9.582604,0
FR,49.017855,2.194001,0
SZ,-26.133336,31.173606,0
CW,12.158861,-68.986532,0
BR,0.093646,-51.086778,0
NO,59.040517,6.790835,0
GT,15.1305,-90.711584,0
KE,-1.927576,37.811526,0
IS,63.84165,-21.520023,0
TN,36.788993,10.183521,0
NP,26.64971,87.159129,0
GH,5.806216,0.000138,0
LB,33.857649,35.555126,0
NO,61.068057,12.40569,0
IT,37.925926,12.32816,0
VI,18.327492,-64.778774,0
GT,14.284872,-90.936306,0
LS,-29.044742,27.742953,0
MO,22.117953,113.551519,0
EC,-1.406646,-78.497285,0
MO,22.144947,113.552476,0
NL,51.279762,5.655449,0
GL,67.017389,-50.723725,0
BG,42.685516,22.978625,0
NA,-17.804955,24.631388,0
ID,-6.587058,106.539032,0
LV,57.550895,21.74213,0
MT,36.049652,14.195347,0
CA,54.087712,-125.034271,0
SG,1.36982,103.686587,0
US,35.360709,-80.591713,0
IE,54.561073,-7.97353,0
US,38.037941,-87.575036,0
FO,62.065739,-7.297943,0
PT,40.825832,-8.214153,0
CA,46.363269,-64.755354,0
KG,41.425961,76.010974,0
HK,22.461963,114.152349,0
SN,14.144287,-16.052856,0
TW,24.332467,120.783423,0
UA,48.141449,29.747784,0
NA,-25.038486,18.897047,0
US,32.709763,-80.869408,0
PE,-8.5097,-77.364869,0
LV,56.932035,25.843383,0
IS,65.456456,-14.311076,0
IL,31.179506,35.294361,0
ID,0.554498,122.367983,0
NP,27.131751,87.406815,0
KG,41.52016,72.459548,0
KZ,51.489263,71.21119,0
UG,0.2249,32.545285,0
IT,46.811232,11.730254,0
MO,22.163879,113.56477,0
KG,41.443227,76.026856,0
MX,18.446651,-95.82929,0
IE,52.183819,-6.367726,0
TH,8.639257,98.84369,0
DK,55.893717,12.142365,0
PL,51.645852,21.757708,0
GL,70.48408,-21.951245,0
SE,57.525958,12.829411,0
DE,53.091695,11.733793,0
GB,51.732188,-0.831562,0
HR,43.975552,16.065184,0
AL,41.069846,20.575439,0
JP,35.982207,138.192988,0
MP,15.216867,145.72922,0
AT,47.925586,13.01588,0
DO,18.551693,-69.847671,0
ID,-4.830261,120.328349,0
NA,-24.049409,18.168319,0
NO,58.10875,6.641018,0
MO,22.181216,113.540052,0
AS,-14.27743,-170.665131,0
SG,1.361016,103.822103,0
MY,5.811598,100.491493,0
RO,47.987396,26.840161,0
AX,60.453765,20.948284,0
ST,0.328903,6.667383,0
TH,13.501643,100.722304,0
CX,-10.513804,105.622908,0
MY,4.517002,118.191566,0
NP,28.330311,82.519718,0
EE,58.034653,25.43959,0
GR,35.094474,25.315043,0
AR,-26.218489,-64.512634,0
SI,46.698161,16.186953,0
IT,41.591593,15.697827,0
SI,46.525192,15.716554,0
PH,11.076192,124.959218,0
NL,51.609218,4.78836,0
NA,-26.587968,19.024696,0
CO,7.382272,-76.519729,0
NP,28.649557,82.378572,0
LS,-29.640431,27.261736,0
LV,56.976585,24.029712,0
AL,41.027113,19.542332,0
TH,13.663523,101.7636,0
PT,40.020293,-8.56935,0
ME,42.625713,19.930043,0
SK,47.796492,17.875464,0
PE,-7.885083,-79.218418,0
IT,44.991854,11.075239,0
HU,47.373654,18.582351,0
NL,52.565211,5.461036,0
BE,50.169496,5.269002,0
TW,23.117938,120.388962,0
LB,33.736958,35.492917,0
QA,25.255929,51.517274,0
NO,68.735288,16.945718,0
BW,-22.067154,26.830311,0
ES,38.61528,-6.81977,0
QA,25.607951,51.382784,0
MT,35.877623,14.484839,0
AE,25.249895,55.666432,0
JP,40.203939,140.383437,0
GH,5.806932,0.153014,0
GB,55.68888,-4.791357,0
FR,48.608703,0.175952,0
RO,44.719266,25.507891,0
PT,37.246489,-8.068558,0
ID,-7.809765,112.800714,0
FR,44.942306,3.363589,0
JO,30.521385,35.549045,0
LS,-30.075256,28.26803,0
MK,41.73359,20.832528,0
KG,42.719558,74.57314,0
NO,68.748319,16.412949,0
TR,40.62801,40.790872,0
RO,46.988314,22.878901,0
KR,33.249341,126.426809,0
MK,41.465686,22.1247,0
PA,8.199571,-80.597552,0
DE,53.580731,7.118321,0
AE,25.169095,55.76336,0
TN,35.08207,10.965238,0
BR,-14.098195,-50.334068,0
EC,0.25196,-78.238311,0
ES,37.741794,-2.55634,0
QA,25.144267,51.127938,0
GR,41.083957,26.272475,0
CA,56.023937,-121.918326,0
US,36.898244,-77.095509,0
LK,8.222599,81.402805,0
LU,49.805561,6.180979,0
JE,49.233046,-2.090029,0
JP,33.343872,130.120277,0
SK,48.704734,22.106272,0
IN,12.386194,75.528475,0
RO,44.026886,23.934531,0
GB,53.659951,-0.600808,0
SZ,-26.587226,31.115295,0
CZ,50.611857,13.96176,0
TH,14.766805,104.370217,0
KZ,52.537587,76.81485,0
JO,31.96387,35.857132,0
VI,17.760566,-64.764874,0
BO,-17.7651,-63.038988,0
LI,47.209635,9.514009,0
NO,69.673,30.40864,0
CC,-12.176041,96.820575,0
UY,-33.243695,-53.799347,0
HK,22.275553,114.225465,0
BD,24.41564,91.052197,0
PA,8.440691,-80.048044,0
NP,27.823534,83.063581,0
GB,51.75188,-1.200439,0
VN,11.936047,106.717402,0
TR,41.998774,35.077878,0
ES,41.854623,-3.549391,0
KH,12.456188,105.676566,0
PL,53.704092,16.527153,0
AD,42.553945,1.588325,0
BE,50.902747,3.967155,0
AT,47.240844,10.871172,0
UA,49.458102,31.986297,0
LS,-29.472208,28.599619,0
OM,20.418753,58.819374,0
PT,40.845429,-8.355607,0
MN,44.735724,105.451354,0
GT,14.734653,-89.47017,0
AD,42.518984,1.523945,0
BT,27.248396,90.607689,0
IN,20.421071,74.847727,0
AE,25.346295,55.397233,0
MT,35.923351,14.441481,0
PH,15.97693,121.149651,0
AE,25.322236,56.047814,0
BO,-16.486759,-68.183859,0
NL,52.213078,5.197416,0
MN,49.017458,93.50228,0
FO,61.557457,-6.901538,0
CL,-27.652901,-69.836563,0
CC,-12.202485,96.855073,0
HU,47.871271,20.609316,0
UG,0.18001,32.46923,0
ZA,-30.610529,19.539333,0
ES,40.390671,-4.381005,0
GR,35.042552,25.448985,0
MX,23.086147,-102.275508,0
IN,16.357358,80.989383,0
HK,22.439474,114.039478,0
PA,8.205003,-81.297669,0
CW,12.145202,-68.998459,0
TH,10.352125,99.232933,0
RS,42.57065,21.974259,0
BE,50.291984,4.149189,0
PA,8.617843,-82.760147,0
IN,24.797638,87.181852,0
LB,33.923861,35.643034,0
FO,61.421622,-6.740429,0
QA,25.170083,51.265726,0
KG,42.832672,75.446475,0
MN,47.56979,118.707439,0
HU,47.55728,19.12561,0
QA,25.488684,51.381618,0
BE,49.95455,5.187791,0
CC,-12.203078,96.84007,0
SM,43.955937,12.491998,0
UA,51.287604,25.522528,0
BR,-18.068323,-47.817613,0
IT,37.620876,13.016542,0
BR,-30.204596,-57.551084,0
PA,8.322312,-80.666596,0
MY,5.291057,116.977629,0
SE,55.966169,13.996987,0
AE,25.37906,56.002607,0
AT,46.708229,15.156596,0
NO,69.700693,29.232348,0
UA,50.554305,28.650872,0
IT,42.3852,13.654295,0
GH,10.384611,-2.469097,0
GR,35.231028,25.161399,0
SI,46.50961,16.019841,0
JP,34.380993,135.67695,0
LU,49.50947,6.115111,0
LS,-30.030523,27.372796,0
US,40.004025,-75.810617,0
AD,42.624603,1.529496,0
AR,-34.790895,-61.874571,0
BD,23.871579,90.512058,0
IN,17.687787,76.63676,0
VI,17.74559,-64.786385,0
SN,15.146356,-15.648196,0
DK,56.31451,10.303132,0
FR,48.067623,4.745424,0
KH,11.648873,104.907004,0
ST,0.325872,6.718849,0
AT,47.31067,9.644926,0
BR,-16.055672,-57.649949,0
IL,32.463303,34.931578,0
MP,15.130838,145.703137,0
KR,38.374734,128.505189,0
CA,44.995943,-76.227858,0
PE,-15.20341,-69.762561,0
ZA,-22.227056,29.533034,0
SZ,-26.867786,31.909783,0
HK,22.287742,114.190158,0
SZ,-26.866464,31.935521,0
KG,41.616455,72.0934,0
SI,45.885215,15.681092,0
JO,31.911079,35.890395,0
VN,21.463652,104.382308,0
LT,54.908591,24.835651,0
RS,43.832065,21.428158,0
AT,48.457083,13.643858,0
JP,38.468241,139.254144,0
MC,43.743106,7.428642,0
MN,48.745329,88.933046,0
RU,54.553564,36.114806,0
LT,55.291718,23.171489,0
LV,56.476252,26.003846,0
IS,63.967601,-17.152959,0
LI,47.197232,9.543842,0
CZ,49.468328,17.576577,0
CA,49.49226,-119.570737,0
NO,61.865503,5.730116,0
AD,42.555869,1.56204,0
LT,54.996472,25.339215,0
AS,-14.227241,-169.511839,0
CZ,48.90115,17.711204,0
KG,42.33746,73.069437,0
AS,-14.290896,-170.683262,0
NG,7.915882,4.685694,0
KG,42.187618,73.407335,0
TR,39.72421,32.35191,0
GI,36.125197,-5.34543,0
PR,18.336955,-66.162633,0
DE,52.365907,10.949994,0
AU,-29.598268,137.371831,0
PL,50.2747,16.516601,0
OM,23.102196,57.443308,0
LU,49.871315,6.188474,0
TN,36.763308,10.191664,0
MO,22.210224,113.542951,0
CA,45.049982,-74.347367,0
JO,30.444135,35.521829,0
FR,44.406734,2.490982,0
HK,22.460395,114.139202,0
IL,31.676719,34.944686,0
CZ,49.374228,14.99521,0
KR,36.367182,128.954592,0
TW,24.852131,121.146784,0
CO,8.860653,-73.813524,0
ST,0.337805,6.725007,0
GR,40.349835,22.365326,0
LA,17.9883,102.701213,0
OM,23.679854,56.924431,0
ES,40.759774,-6.642126,0
NZ,-40.896454,176.217639,0
RS,43.382868,21.027664,0
IS,65.607215,-19.505041,0
CW,12.118944,-68.850991,0
LK,9.433533,80.46975,0
GH,6.21537,-0.526583,0
DO,18.47005,-69.994793,0
JO,30.413144,35.279618,0
HK,22.300768,114.271559,0
LA,17.914588,102.644358,0
NL,51.982035,5.626793,0
LV,56.871308,26.711702,0
UG,0.45834,32.527129,0
AL,40.185253,19.594686,0
FR,45.768968,-0.025786,0
PR,18.344113,-66.07394,0
CX,-10.422196,105.682006,0
NA,-17.833878,15.850687,0
AR,-34.614283,-58.381701,0
CO,8.137212,-72.733444,0
DK,56.41101,10.601973,0
TH,16.915998,102.078767,0
LV,57.144798,25.188884,0
HU,47.486536,19.267523,0
HK,22.274131,114.164484,0
TR,40.969918,27.950678,0
TN,36.874972,10.271921,0
SG,1.342988,103.930997,0
RW,-1.980665,29.942863,0
JE,49.231341,-2.076564,0
PT,41.87555,-8.265225,0
VN,20.375995,105.942147,0
DE,51.151292,6.289105,0
SK,47.898331,18.314759,0
LS,-30.063214,28.511307,0
SG,1.363055,103.855764,0
MN,48.635665,99.01784,0
KZ,51.179702,71.446266,0
US,39.040445,-84.775616,0
ZA,-23.3023,27.747049,0
OM,23.608257,55.964767,0
PR,18.426462,-66.341944,0
PH,16.230806,119.792766,0
CX,-10.503169,105.655752,0
LK,8.41191,81.265433,0
SK,49.201327,18.217112,0
IN,24.50218,85.929914,0
TN,36.805647,10.173221,0
UY,-34.105239,-55.659182,0
UY,-31.670373,-57.892625,0
JE,49.189545,-2.053464,0
JE,49.173587,-2.109194,0
DK,56.960173,8.407064,0
CZ,49.081526,15.617712,0
EC,-2.901611,-79.706142,0
KH,13.51894,104.938236,0
BG,43.725943,23.147002,0
CW,12.166537,-68.95405,0
SE,60.045975,16.223103,0
UG,1.863408,31.709752,0
NO,63.339161,10.05711,0
RS,43.610815,20.552806,0
SM,43.960521,12.507767,0
GL,61.997956,-49.660022,0
FI,61.995245,25.854653,0
EC,-1.0051,-77.810666,0
MX,31.399793,-115.715689,0
EE,58.54202,26.432824,0
EE,58.886985,25.529464,0
SN,12.917653,-14.925334,0
BR,3.822266,-51.792307,0
TH,10.953853,99.209986,0
CO,10.905549,-74.889539,0
SK,49.012016,19.820853,0
MT,35.909656,14.350961,0
KE,-3.813204,39.809834,0
HU,46.350002,18.714018,0
BT,27.062887,89.894976,0
ZA,-26.453275,26.199502,0
SZ,-26.280283,31.147145,0
AS,-14.306609,-170.818157,0
FR,47.095148,0.368618,0
KH,10.870985,104.488528,0
SK,49.444212,19.566577,0
SG,1.253974,103.825696,0
SG,1.275681,103.826572,0
LI,47.209601,9.521969,0
VN,14.971444,108.543445,0
HU,47.233712,21.145452,0
DO,19.491082,-70.608724,0
AU,-38.252776,143.253014,0
BG,43.096921,24.419101,0
TR,39.690676,29.663579,0
CZ,49.090569,18.021159,0
EC,-2.307479,-80.900123,0
NL,52.995983,5.714155,0
EC,-1.581994,-79.002209,0
ST,0.281444,6.661229,0
ES,38.045572,-1.673076,0
GT,14.968331,-90.23203,0
KR,33.494099,126.437915,0
PT,40.516304,-7.171697,0
CZ,48.973481,14.145814,0
BD,23.638526,90.930755,0
LS,-29.459087,27.752362,0
GR,38.401373,24.036798,0
SM,43.912578,12.482942,0
CZ,49.220049,16.510149,0
TW,23.368133,120.458825,0
PT,41.743718,-8.25479,0
TH,16.254368,104.48565,0
NL,52.973399,6.825266,0
SN,13.069049,-14.390222,0
LU,49.548706,6.000807,0
PT,41.441371,-6.639191,0
SZ,-26.514894,31.880287,0
SZ,-26.986564,31.942074,0
LT,56.280799,22.954716,0
HU,46.23215,20.179079,0
UG,-0.091986,30.044544,0
VI,17.691913,-64.849344,0
NP,26.783231,86.58007,0
OM,23.625112,57.13649,0
CC,-12.181843,96.821997,0
IM,54.213155,-4.432309,0
IS,65.638022,-20.787322,0
SK,48.775545,17.588151,0
AE,25.375192,55.593747,0
KH,12.656921,103.43262,0
DK,55.110254,14.701514,0
MX,20.601846,-87.955479,0
DE,51.541045,13.169527,0
ZA,-30.774888,24.496396,0
NA,-23.727392,19.159001,0
HK,22.417143,113.994596,0
US,41.279903,-72.500915,0
FO,61.47628,-6.829448,0
GU,13.440695,144.776398,0
HR,45.568906,14.622124,0
RW,-1.989277,30.236884,0
TR,41.019966,37.107746,0
TN,37.246741,9.921388,0
TR,38.441658,35.790177,0
RO,44.872081,26.177685,0
SI,45.939453,13.982294,0
MN,46.349626,106.456641,0
AU,-21.41559,147.265256,0
PL,51.328271,17.071261,0
GI,36.143256,-5.354896,0
DE,51.827064,9.362608,0
NG,6.821057,3.456698,0
PL,52.734127,19.300605,0
AT,48.039779,16.090083,0
BD,22.330924,89.855419,0
VN,20.978704,106.299352,0
GR,39.876559,20.404628,0
LB,33.743644,35.860621,0
NZ,-41.334682,173.054251,0
JP,37.634763,139.810714,0
GR,38.528012,23.107184,0
LK,7.179383,80.144238,0
PH,12.503927,124.663851,0
IS,65.816286,-21.317229,0
